"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CCDC154",127.24690894883,4.14832003119132,0.717159255315911,5.78437773819704,7.27812336608049e-09,3.42346444370541e-07
"CCDC159",170.365333662838,1.54513082813523,0.329125163365068,4.69466026947735,2.67050168328716e-06,5.35819774360956e-05
"CCDC188",18.3782943946973,2.93780028331233,1.10125029943848,2.66769533212413,0.00763734795208349,0.0335800854401131
"CCDC50",2879.46875996959,-1.10486922345153,0.188269045687493,-5.86856548519132,4.3958177885455e-09,2.17543895718986e-07
"CCDC57",745.765784451419,1.89363153730736,0.382090289828035,4.95597922197816,7.19669071675301e-07,1.71497973069722e-05
"CCDC61",111.327247645938,2.53850757804542,0.592480383807883,4.28454282609389,1.83115335175353e-05,0.000268533253289502
"CCDC7",566.957167727017,-1.25223500254056,0.388139017554458,-3.22625385726614,0.00125422059875794,0.00822293741670889
"CCDC8",244.292316481594,1.16224173661472,0.38353487423123,3.03034173605298,0.00244277172634896,0.0138523284931202
"CCDC85B",223.677351995714,7.72862787937939,1.23479547516836,6.25903482382427,3.87367374082352e-10,2.59250164721424e-08
"CCDC86",146.612129772941,1.77269916789116,0.438631027511455,4.04143586911409,5.31249102733103e-05,0.000653220228416091
"CCDC88B",1977.30753140475,4.13158112725352,0.491188774986706,8.41139158232054,4.05174589532319e-17,1.32472164157911e-14
"CCDC88C",629.02085528868,-1.74617277601389,0.520389813406825,-3.35550914146888,0.000792190382884758,0.00568734521103442
"CCDC9",939.606359028383,3.7041132685046,0.449160329947755,8.24675070689223,1.62759464416602e-16,4.57193627933058e-14
"CCDC91",879.848767490698,-1.19258889973184,0.296043782463717,-4.02842069442214,5.61527960631318e-05,0.00068245665123894
"CCDC96",36.5277629816195,3.35297623155212,1.19501616132884,2.80579990468385,0.0050191849681874,0.0240912444108639
"CCDC97",444.522814045762,2.41931547540241,0.390022912951052,6.20300857992421,5.53938182436997e-10,3.48509246388753e-08
"CCER2",17.5532950727959,6.76987198637961,1.47654486224874,4.58494161570498,4.5411331091817e-06,8.48813108992688e-05
"CCHCR1",160.126322497644,2.19017699963241,0.494911316297077,4.42539284819611,9.62669320322735e-06,0.000160396632619187
"CCL18",1162.05041063115,-3.9191501521076,0.780104503880917,-5.02387838117886,5.0638310794927e-07,1.27839300062535e-05
"CCL2",495.753492142165,-1.71843087984638,0.643942672992394,-2.66860848320682,0.00761661772449542,0.0335037106081466
"CCL7",6.01118388804779,-5.45884983651148,2.06698038016377,-2.64097806099106,0.00826670723163591,0.0357638197457151
"CCM2",736.435780301803,-1.08397800073226,0.376304254213507,-2.88058928007027,0.00396932515755295,0.0202001074106241
"CCN5",3571.18001712203,1.47327331013743,0.550516845871023,2.67616390159038,0.00744702165869712,0.032932017729724
"CCNC",888.891201289949,-1.03871332482234,0.301111862466093,-3.44959284006722,0.000561432640805026,0.00434168770384468
"CCND1",2180.64119959721,1.59147067862724,0.356082130312629,4.46939215183301,7.84421986508624e-06,0.00013545032120284
"CCND2",5505.85255945532,1.08924085678631,0.376380454968463,2.8939888945019,0.00380381615211826,0.019587738016485
"CCNH",1003.47306925341,-1.39144362991275,0.432157364749317,-3.21976146517806,0.00128297302817798,0.00837291036452276
"CCNJ",222.123164323914,-1.40636228465662,0.451453674642527,-3.11518626084994,0.00183828789842077,0.0110858776903025
"CCNL1",1612.14699465771,-2.49750977118552,0.794067562243427,-3.14521067216178,0.00165967267584959,0.0102099049497669
"CCNQ",64.97189511569,4.20142761400962,0.977384588929092,4.29864319695594,1.71846858903531e-05,0.000255388506257229
"CCNT2",1048.07885813858,-1.82254465863788,0.430469996459333,-4.23384829053948,2.29725948499358e-05,0.000323791824513865
"CCPG1",2259.15781435724,-1.09944832859078,0.257771385234066,-4.26520704612903,1.99716909124193e-05,0.000290771624059899
"CCR1",886.647998369529,-2.33938174114189,0.542161914142801,-4.31491346056765,1.59665438108193e-05,0.000240874999820711
"CCR10",44.4510471065115,4.08766702471295,0.931249636110134,4.3894428155562,1.13641455838903e-05,0.000182632167224099
"CCR2",255.490885612336,-2.7186818209935,0.972431717041305,-2.79575601386727,0.0051778473686244,0.0246284254519068
"CCR6",147.708012927383,-3.22983207303536,0.994537321625875,-3.24757251719343,0.00116393999466414,0.00773271793923441
"CCR7",83.9071969556326,-3.41899757824414,1.31111367022486,-2.60770492741319,0.00911514912318062,0.0385679764588479
"CCRL2",49.2157398827767,-2.31084895602387,0.777004381200899,-2.97404881096338,0.00293898320037495,0.0159975657609929
"CCSAP",384.510884744801,-1.14476700727947,0.391008211118905,-2.92773137424304,0.00341444904785947,0.0179346251805397
"CD151",1209.29132880193,1.89228117699899,0.410346422008914,4.61142360577932,3.99920630962869e-06,7.63373184670411e-05
"CD163",8012.5125334785,-1.38200732883468,0.486204637280036,-2.84243962905416,0.00447697091919358,0.0221560069509669
"CD180",604.408011835431,-2.49716930430949,0.590495097028649,-4.22894164045588,2.34793236406101e-05,0.000329536685917191
"CD19",41.0988887119095,-4.09511411700563,1.21725123533476,-3.36423081622867,0.000767573200312831,0.00556065379841594
"CD2",238.871026673545,-3.29309538232132,0.950855056151344,-3.46329901809679,0.000533595056434044,0.00417825669631746
"CD226",703.43739121907,-2.72737605343657,0.382585317460732,-7.12880481545532,1.01244181392072e-12,1.20191306766874e-10
"CD248",748.53432183141,1.98372059444948,0.510824332066654,3.8833713860573,0.000103018034241775,0.00111480828807269
"CD274",141.387946417958,-2.56363066954455,0.957400609497364,-2.67769901555677,0.00741297989420129,0.032810579451831
"CD28",497.04869983187,-3.82029703257356,0.507369815554668,-7.52961038566539,5.08919469489684e-14,8.38833875991923e-12
"CD320",117.57839489395,1.68973332965963,0.500640555170149,3.37514272906908,0.000737774167447391,0.0053858594420098
"CD38",628.581695497093,-3.47643906244969,0.671597728593749,-5.17637108411455,2.26243252390284e-07,6.46446336056136e-06
"CD3D",69.4912161640671,-3.27065498603797,0.825445685874735,-3.96228975692327,7.42343691921802e-05,0.000853823678874765
"CD46",2897.17045149689,-1.53148840918051,0.360505765748108,-4.24816620062214,2.1552748032475e-05,0.000307742934989003
"CD48",441.322824128782,-4.62466885935211,1.07835338916485,-4.28863942546123,1.79770937414043e-05,0.00026499272548305
"CD53",1938.10556349596,-2.55981834061203,0.487118088767324,-5.25502624443649,1.48003364629443e-07,4.43876557017986e-06
"CD55",2762.5471314159,-1.80573792876259,0.279211199109666,-6.46728331284933,9.97804705229635e-11,7.68348148305013e-09
"CD58",403.156254208552,-1.64671309228982,0.446137211428256,-3.69104627479527,0.000223333498290265,0.00208138471490703
"CD6",896.660789361346,-2.3535136745943,0.730407908991757,-3.22219084106448,0.00127214371186864,0.00831311736222415
"CD69",159.8400883686,-4.27229062610994,1.2034319880259,-3.55008896939676,0.000385100980337429,0.00321357905935133
"CD70",32.000586796264,2.75984663804914,0.946627624644919,2.9154511934768,0.00355174654777814,0.0185047108539413
"CD79A",131.992828826109,-4.50860066688524,1.2556041449245,-3.59078192367415,0.000329687404122191,0.00285261847627461
"CD83",348.030120280906,-3.12902904933707,0.658323143711099,-4.75302908492342,2.00391507501187e-06,4.17182487014998e-05
"CD84",2934.12090980034,-1.59289521789578,0.481314853910892,-3.30946615287856,0.00093474067080939,0.00649789750387678
"CD86",489.905858706909,-1.54595742417988,0.423288531749635,-3.65225445109456,0.000259948118009108,0.00235822652306666
"CD8A",62.7122515451089,-2.42703484394941,0.611722470838461,-3.96754240631831,7.26175937823953e-05,0.000839099241249184
"CD96",310.457728047035,-3.26678485376941,0.583785933865056,-5.59586085286622,2.19529723891304e-08,8.8450521480569e-07
"CDC123",511.70987150627,-1.1433627538773,0.439125503225797,-2.60372660088792,0.00922162853843974,0.0388993569311849
"CDC14A",335.218340319436,-1.55052853554549,0.601321013110722,-2.57853709040431,0.0099219647476895,0.0410291654422391
"CDC27",1783.09832531192,-1.04909612805264,0.203794942202497,-5.14780257407087,2.63555664615601e-07,7.41375765175396e-06
"CDC27P3",21.2681926097277,6.59842581715989,1.71912109405124,3.83825539689597,0.000123911564992212,0.00129251686830788
"CDC34",200.9090121791,1.4524197301704,0.430161217617571,3.37645438660082,0.000734265457797222,0.0053661378857852
"CDC37",1548.97131196135,3.09441870475929,0.466093623009795,6.63904965010487,3.15712047298588e-11,2.78608896961196e-09
"CDC40",622.781351263838,-1.31761930823679,0.342508286423083,-3.84697060032353,0.000119587312965886,0.00125528914199559
"CDC42EP1",276.724198501424,2.96604758501328,0.35423124336745,8.37319587289073,5.60762825122298e-17,1.8038473845547e-14
"CDC42EP2",160.248836482947,1.17555242977935,0.463734141439632,2.53497063237554,0.0112456753362019,0.0451093622094147
"CDC42EP3",561.837236618768,-1.53663658483583,0.393876812216908,-3.90131263677845,9.56724958704249e-05,0.001051290500077
"CDC42EP4",446.298776249524,2.13530785490584,0.535445571729504,3.98790832840158,6.66584099116338e-05,0.000784327626712463
"CDC42EP5",104.48637958751,4.56582414881292,0.987834472912569,4.6220538703725,3.79959307910849e-06,7.32165066374297e-05
"CDC42SE2",1324.98816283241,-1.85152180456231,0.457939873853829,-4.04315481196402,5.2736774673123e-05,0.000649248292642448
"CDC6",62.7077471730689,-1.71736576577997,0.581597260744712,-2.95284362856344,0.00314861414475371,0.0168851735689616
"CDCP1",378.009734326007,-1.73226697099661,0.523127198647551,-3.31136858392198,0.000928408352463375,0.00645838025166709
"CDH1",110.228815111783,-1.00749512426368,0.362037565287126,-2.78284692215476,0.00538842229010251,0.025428727283866
"CDH11",2059.50403194833,-1.78301219582697,0.524569842099989,-3.3989986703946,0.00067633045147243,0.00504159172418637
"CDH4",51.7918514527947,2.75257167036308,0.683793018451007,4.02544570665326,5.68675006152822e-05,0.00069030154124844
"CDH8",218.629909871223,1.80990046731854,0.459120889237535,3.94210002146548,8.07712775560747e-05,0.0009126925550019
"CDHR5",201.556906231597,4.79150108706524,0.700724709363607,6.83792225825296,8.03499772471606e-12,7.93316805058104e-10
"CDIP1",328.691782337833,1.00099078761211,0.393926916025278,2.54105710194191,0.011051786820169,0.0445376513116689
"CDIPT",495.329248136627,2.40839519294587,0.447035691866706,5.38747853194681,7.14530071762382e-08,2.38406717286109e-06
"CDK10",467.81185114621,1.80281397613187,0.399470369813463,4.51301050682111,6.39138545352957e-06,0.00011350827380694
"CDK11B",675.153039514237,2.30030603585613,0.494452761811477,4.65222608410301,3.28370770003664e-06,6.46498187260915e-05
"CDK15",51.2322510941239,1.75635739298821,0.696638252574669,2.52118999566416,0.011695868173175,0.046471979671593
"CDK16",420.063703947571,1.34987257390996,0.473323970940896,2.85189987573758,0.00434587869387853,0.0217065376084932
"CDK17",1058.80437555277,-1.08731626454804,0.28699394997658,-3.78863827839147,0.000151475274077512,0.00152346085032875
"CDK4",468.485857983214,1.39929421474448,0.454637561616263,3.07782359594292,0.00208518309448382,0.0122747614038918
"CDK9",750.07612805761,1.56863799225388,0.457566060099652,3.42822190944898,0.000607548623309404,0.00463363278901827
"CDKN1C",152.316556515005,1.08898478108463,0.430345896807148,2.5304871945198,0.0113904242652183,0.0455616970608734
"CDR1",5408.20640082184,3.00807591168881,0.73521787790493,4.09140746177255,4.28763033636432e-05,0.000545360327987563
"CDR2L",222.605154213978,2.67807916009246,0.960877277209921,2.78711883776536,0.00531789733712443,0.025144652558466
"CDYL",850.345911613387,-1.01871647359967,0.363306011744591,-2.80401766188182,0.00504701402729195,0.0241733063785568
"CDYL2",434.21367780077,-1.75841537002693,0.385937061553679,-4.55622313894402,5.20816087586241e-06,9.52076631605866e-05
"CEACAM5",38.0408839277579,1.69124214572114,0.651050752238277,2.59771168362335,0.00938472554906675,0.0393874087438104
"CEBPD",463.834454811203,2.7719763879367,0.539217174771558,5.14074201941186,2.73655579298178e-07,7.65468004701663e-06
"CECR2",220.140335230268,3.69051059949071,0.822717929127668,4.48575443518507,7.26563844748384e-06,0.000127015496687736
"CELF4",92.3027207127956,1.75143025209849,0.55168902125813,3.17466939636454,0.00150007304356031,0.00948255365475967
"CEMIP",2283.56248164162,-2.01863422049891,0.77597323836788,-2.60142247269345,0.00928380462559437,0.0391285290475178
"CEMIP2",2655.41071014523,-1.86107865376318,0.653446300846432,-2.84809731320303,0.0043981473777976,0.0218908538314937
"CEND1",19.3081110843692,4.92052774568675,1.44760978593698,3.39907051851124,0.0006761528041516,0.00504159172418637
"CENPA",13.1408553281907,2.24513193175413,0.85326646653976,2.6312201636832,0.00850789004326147,0.0364946154552527
"CENPB",1894.11548615552,3.18329118849871,0.589845807231313,5.39681921863752,6.78326731623299e-08,2.30077352644474e-06
"CENPE",203.436011356653,-1.34296857380611,0.497814739785462,-2.69772762129315,0.00698145377219093,0.0313176144922573
"CENPUP2",40.2508804533578,-3.77242971634922,1.08886879270832,-3.46454021054837,0.000531138728175457,0.00416720330241201
"CEP120",1186.71808722528,-1.19260673128724,0.268392922092017,-4.4435103652933,8.85028905275025e-06,0.000149458225967867
"CEP128",581.390109372148,-1.97026078701655,0.526128673320718,-3.74482685876259,0.000180518223163408,0.00175280206561393
"CEP131",281.574454680598,2.71401359485154,0.628068934095049,4.3212033703944,1.55180563208633e-05,0.000235534334294748
"CEP135",402.326286061162,-1.13525357542751,0.32626746303461,-3.47951819917477,0.000502316250478658,0.00398654806985529
"CEP170",2281.48537692373,-1.18031708998751,0.345683001487849,-3.41444932179866,0.000639110818589209,0.00482453677741983
"CEP170B",496.584736087792,3.8828934233414,0.962882190964356,4.03257372477994,5.51692990928801e-05,0.000672964220861407
"CEP192",1784.78100410816,-1.42131218027771,0.481182998882646,-2.95378719443151,0.00313900380911107,0.0168699250792
"CEP295",841.899371950406,-1.67005908662057,0.350155206655173,-4.76948237489789,1.84699901589091e-06,3.87753140767666e-05
"CEP295NL",275.054343831432,2.84695611428907,1.05428759157607,2.700360069716,0.0069264467268893,0.0311479263858129
"CEP350",3680.60770756171,-1.16985528393568,0.314117732098504,-3.72425738630006,0.000195890993415208,0.00187468808669526
"CEP72",116.200369701109,1.67341458825825,0.563344586422049,2.97049910231064,0.00297316274426881,0.016139563900843
"CEP83",515.714470654749,-1.15613233098773,0.403435627896189,-2.86571698443356,0.00416066027944079,0.0209757857970594
"CEP85L",995.832433896691,-1.74643778758678,0.355204804236334,-4.91670655001839,8.8012329576286e-07,2.04106732682494e-05
"CEPT1",1035.89443494511,-1.76048812086647,0.448214933090154,-3.92777658863134,8.57347960241617e-05,0.000960075672041483
"CERCAM",872.435809463523,1.43203742974935,0.324152828207881,4.41778477660227,9.97176409074101e-06,0.000165286498542337
"CERK",843.777838243127,-1.27307823936217,0.431842231284949,-2.94801700050066,0.00319819476245508,0.0170730182929347
"CERS4",343.36555462122,2.10548568358432,0.539090470458889,3.90562586237532,9.39818258811804e-05,0.00103499366945017
"CERS6",982.887357453336,-1.48260390517565,0.421161547665359,-3.52027366551916,0.000431101747568711,0.00352598777452252
"CFAP126",131.815954561535,1.59503965943969,0.577672351622552,2.76114938677536,0.00575983238346462,0.026827206225086
"CFAP410",437.106168865638,2.04904356292975,0.430568530825204,4.75892550484975,1.94626244396811e-06,4.06879016588051e-05
"CFAP52",18.1764514637576,2.89038915112459,0.860937809852988,3.35725660790545,0.000787200166761529,0.00566558060736115
"CFAP70",840.297840651719,3.55615519501686,0.602394717323053,5.90336384558592,3.56163579256778e-09,1.81207306752479e-07
"CFAP97D1",166.496325704863,1.3468831748718,0.488322004350752,2.75818653034599,0.00581230211905216,0.0270148108744759
"CFD",1680.80669653732,2.42170937786966,0.605393253933247,4.00022524555037,6.3282221492682e-05,0.000751250372291696
"CGNL1",4211.11983979841,2.93099718054275,0.611386020220827,4.79402060826333,1.63471470275421e-06,3.50944564388913e-05
"CH25H",10.346297492783,-6.27082585640935,1.96069957440585,-3.19825940611509,0.00138259848686504,0.00888069057070416
"CHADL",13.3148417995619,2.49092548934766,1.0004425748655,2.48982355602223,0.0127806527195444,0.0498333016302235
"CHAF1A",146.456525325014,2.00103175824835,0.629822208809256,3.17713750048845,0.00148736499966613,0.00941714525502896
"CHCHD1",86.9278938692949,2.08765127345333,0.641750573743956,3.25305712042302,0.00114170544306599,0.00762309118061873
"CHCHD6",82.1461115410459,1.30224601604057,0.509578360029199,2.55553633785773,0.010602429022712,0.0431716709736563
"CHCHD7",370.922731410797,1.74457432167155,0.684273694695614,2.54952709010331,0.0107869130200787,0.0437442442603596
"CHD1",1528.65107814365,-1.61899811641621,0.36837379344252,-4.39498722557427,1.10779268115181e-05,0.000178897305529488
"CHD3",4373.6423143482,1.55282769628362,0.504207061402864,3.07974206462551,0.00207179935263757,0.0122140012678107
"CHD7",1324.59034002226,-1.07366025797206,0.428740301437749,-2.50422051384397,0.0122721520469719,0.0481802756741748
"CHI3L1",867.841679567025,-3.70463565832109,0.664482725330068,-5.57521740912209,2.47220919701876e-08,9.8218606026578e-07
"CHI3L2",2046.16127645478,-2.44107805073691,0.926744666111903,-2.63403517710902,0.00843767457095044,0.0362674529403094
"CHM",655.574523644807,-1.3860043648698,0.363990257076208,-3.80780621987807,0.000140205069287585,0.00143030685517728
"CHMP1A",589.588736141852,2.40374264259389,0.290346394807077,8.27887890321861,1.2434029997135e-16,3.5939752791719e-14
"CHMP2A",512.636453578359,1.19960776429504,0.461746423563896,2.59797954694725,0.00937740793294077,0.0393732681714886
"CHMP4A",333.648373405685,2.40001668277378,0.478601681412735,5.01464323252985,5.31319602208904e-07,1.32956563945475e-05
"CHMP4C",37.2999976974159,1.51996179863825,0.58793132078548,2.58527100853816,0.00973024828278704,0.0405051287313514
"CHST10",86.0039399831841,-2.42750491366183,0.840728638534215,-2.88738220919191,0.00388462026666863,0.0199010702795888
"CHST11",1068.4812360486,-1.23098798821916,0.353878207515004,-3.47856398635952,0.000504108071314185,0.00399599816148256
"CHST12",1852.4939963047,1.50744230903117,0.36867063130877,4.08885921745325,4.33499837069441e-05,0.000551033827311213
"CHST15",1950.81778589742,-1.87636628357798,0.46655851305066,-4.0217169574489,5.77754580326156e-05,0.000698771215889924
"CHST2",1313.77158224586,2.29611269313176,0.521565879167813,4.40234452605553,1.07087325619103e-05,0.000174774928162634
"CHST3",930.067206218003,1.44671292130526,0.510014395422015,2.83661193544972,0.00455949927167966,0.0224640942377419
"CHST7",171.741842924201,2.50681846114382,0.54164321950492,4.62817288368372,3.6890599814169e-06,7.14316623974549e-05
"CHST8",9.25149877414432,6.47732876255916,1.99949902155181,3.23947583506799,0.0011974961312168,0.00791872110112329
"CHST9",37.5163872049256,2.50276930565969,0.677170331100682,3.69592285827357,0.000219089494138778,0.0020437422222188
"CHSY1",1680.68127493589,-1.00059133873178,0.36973187509532,-2.70626204049575,0.00680453294650135,0.0306896438455502
"CHTF18",119.9536167445,2.42589845414551,0.793852706649564,3.05585461109524,0.00224420048733636,0.0129546554325431
"CHUK",524.596932231084,-1.82746471349669,0.316538298011218,-5.77328154279746,7.77423797021125e-09,3.62264958125919e-07
"CIART",74.456394128089,1.97881895217808,0.58839395224225,3.36308513137703,0.00077076590872939,0.00557366036392276
"CIC",1712.10138256444,2.06041416222236,0.431669127181253,4.77313301434508,1.81381908916254e-06,3.8159080078331e-05
"CIP2A",121.996286967648,-1.71482684615793,0.499520889086822,-3.4329432134316,0.000597067135852254,0.00457584318183183
"CIRBP",3406.79135297143,1.00046310034996,0.220665841302465,4.53383765445887,5.79215544219838e-06,0.000104352979348875
"CIZ1",1105.52636042998,1.25841291562248,0.402770756833163,3.12438997686156,0.00178174140947187,0.010814075067105
"CLASP2",1874.82193183843,-1.30421202526054,0.381891300421988,-3.41513939652302,0.000637493776694614,0.00481962694556383
"CLBA1",131.318349460599,1.32090068655703,0.51144688997654,2.58267419832706,0.00980378553890274,0.0407347289141409
"CLCN5",432.234470337905,-1.71879824974482,0.327918898685026,-5.24153458869649,1.59246618059958e-07,4.71918952539049e-06
"CLDN16",26.1922908081636,1.95247504728829,0.751036190786603,2.59970833794754,0.00933030232564875,0.0392250315309314
"CLDN7",76.6490370768701,8.89416797304972,1.19626929010232,7.43492125614039,1.04630271996154e-13,1.61763267030333e-11
"CLEC11A",160.536982405072,4.56031747195601,0.808232884539588,5.64233101521699,1.67763164063459e-08,7.05879439679669e-07
"CLEC12A",401.624937480702,-2.72506407819548,1.03790705946933,-2.62553766576052,0.00865122366429588,0.0370098680310418
"CLEC12B",37.8290191554914,-4.99403448885789,1.13958125168257,-4.38234174306069,1.1741044794296e-05,0.000187781393245741
"CLEC2D",955.448158494897,-2.83249565466735,0.762737606584136,-3.71359118813149,0.000204338788832219,0.00194248465418006
"CLEC3B",3518.95177345108,1.26482396912434,0.425705235864404,2.97112617503067,0.0029670985151968,0.0161154174256768
"CLEC4D",14.1723856286224,-5.72682934352832,1.28972671231365,-4.44034328269043,8.98154916290344e-06,0.000151035427069938
"CLEC4GP1",62.6479732907789,3.76828439018082,1.10079001357706,3.42325452057439,0.000618761111001714,0.00470475470751742
"CLEC7A",685.29749851299,-1.71254197039076,0.371642057278902,-4.60804135820819,4.06479823043237e-06,7.72815404268286e-05
"CLIC5",4862.05043474206,1.87729122962804,0.513879391558616,3.65317477304187,0.000259017800537825,0.00235560921747669
"CLIP2",1786.9721064284,3.53121328596498,0.415711793749198,8.49437841086458,1.98994987509662e-17,7.48821892621264e-15
"CLIP3",209.111033469608,3.67555208505284,0.442384896425082,8.30849360987462,9.69245955609428e-17,2.92888505131431e-14
"CLK2",302.907558622361,1.1174880270716,0.36774874492784,3.03872696367972,0.00237580069516089,0.0135710698908763
"CLPS",10.7309984588722,-2.79730923142096,1.09092043557298,-2.56417346325697,0.0103421842948266,0.0424169876819541
"CLSTN1",2421.81737481383,1.07362323428014,0.412774672834281,2.60099106107505,0.00929548760505249,0.0391491963810777
"CLTB",513.387140124356,2.0158924075766,0.694455785486714,2.90283766037566,0.00369798273640921,0.0191415955605879
"CLU",17942.9271445381,1.45902165514676,0.504447555739996,2.89231583847494,0.00382413301831958,0.0196669698085007
"CLUH",455.137519895758,1.67075512291163,0.32699227609213,5.1094635716744,3.23074772524608e-07,8.68383189114661e-06
"CMBL",207.292270918575,1.28802870777409,0.376331641411348,3.42258945578858,0.000620276838975718,0.00471268620058351
"CMC1",273.305812468303,-1.04282827750098,0.414800098353983,-2.51405021753647,0.0119353437571662,0.0472111257225154
"CMKLR2",806.180202669742,2.70290668586085,0.948917739376513,2.84840990288241,0.00439382923340828,0.021876923348951
"CMTM6",1651.75305661587,-1.7100929033738,0.33360035717574,-5.12617227946467,2.95692054646188e-07,8.10066255201039e-06
"CMTM8",13.4365860359291,-2.82710242311941,1.06943779568594,-2.64354077864444,0.00820438822752929,0.0355805732685716
"CMTR2",480.350384083538,-1.08895286616318,0.359170861267754,-3.03185192228439,0.00243058406974538,0.0137988065587165
"CMYA5",1326.94808899195,2.93065624080473,0.497034147028123,5.89628752536977,3.71770936131474e-09,1.87237362378942e-07
"CNDP1",133.366710586356,1.21116206832839,0.468376831245436,2.58587100712871,0.00971332742041528,0.0404515769623643
"CNNM1",25.8703262995183,2.44643850925744,0.85577146783926,2.85875213324704,0.00425310967038014,0.021344745663327
"CNOT1",4038.47396918555,-1.02872978601328,0.307507365999993,-3.34538258187059,0.000821691422877853,0.00586745926884207
"CNOT2",1343.07068471365,-1.35584746868161,0.327423889182345,-4.14095462633311,3.45863378546056e-05,0.000456160719979094
"CNOT3",253.738780486335,2.98433278952184,0.505046389787964,5.90902707130481,3.44134152010892e-09,1.75984910966801e-07
"CNOT6L",1932.77917527317,-1.08861537329375,0.250024876580814,-4.3540282398335,1.33658477546208e-05,0.00020907330793581
"CNOT7",1062.53150773355,-1.03222295859622,0.297912344974075,-3.46485459904673,0.000530518225823356,0.00416397304046478
"CNP",627.911497392305,1.20246157538946,0.261409331475199,4.59991832963141,4.22656613043868e-06,7.98244648726032e-05
"CNPY4",195.944500515982,1.75357333469184,0.650051034764129,2.69759332869629,0.00698427040916531,0.0313232041916782
"CNST",869.734815698595,-1.25469230365957,0.34976123614754,-3.58728233431306,0.000334142460937408,0.00287619216268263
"CNTRL",1573.91580225423,-1.21021012848527,0.432819900284425,-2.79610555727679,0.00517225041775531,0.024610238231479
"COA1",1411.33443993376,-1.48838813389853,0.441049494833071,-3.37465103426059,0.000739093469022957,0.00539351633596555
"COBL",164.737547589445,1.86297076217889,0.739139676002558,2.52045834185803,0.0117202110428832,0.0465355144414221
"COBLL1",1970.15273748965,-1.27173584342612,0.379645577882364,-3.34979759416606,0.000808706315220196,0.00579132450655354
"COCH",278.112676731181,1.16645696425858,0.380735072469571,3.06369717056158,0.00218620087370672,0.0126933304876876
"COG3",753.686697073237,-1.19339229819881,0.466189534818375,-2.55988650338054,0.0104706352548542,0.0427747541013545
"COG5",1305.38195121692,-1.35480013673152,0.328021231618045,-4.13022087030355,3.62414880567434e-05,0.000473656774445406
"COG6",679.128943067605,-1.152032940515,0.282622215041762,-4.07622925304992,4.57718936382008e-05,0.000576673813468273
"COG8",394.10092171543,1.0723522736362,0.410744864222075,2.61075029061452,0.00903438345431978,0.0383039420945905
"COL10A1",184.555895256291,-2.54477907155429,0.938209215996193,-2.71237910283394,0.00668021444875053,0.0302658330226898
"COL11A2",136.648905005203,4.38459852324283,1.00783032131705,4.35053245621043,1.35807350730888e-05,0.000211935978323696
"COL13A1",101.447517393876,1.4975683121858,0.563190599854743,2.65907902683753,0.00783545816640989,0.034314970942222
"COL16A1",4020.74602982038,2.55425174282659,0.507439413141224,5.0336092874909,4.81330202840398e-07,1.22757667077352e-05
"COL18A1",6007.68182307396,2.95025318271401,0.548844506286191,5.37538983978756,7.6417161627801e-08,2.52328455547163e-06
"COL22A1",3871.31073296538,3.60577229466891,0.572210866859562,6.30147468966868,2.94826932416797e-10,2.04167650698632e-08
"COL27A1",1770.22202482835,3.06595118313708,0.441306314155674,6.94744463152083,3.71961972404184e-12,3.88398407205709e-10
"COL28A1",248.860635255227,1.02028173141569,0.363605911536642,2.80600974583679,0.00501591752249548,0.0240912444108639
"COL4A2",7896.00267833421,1.02955110828032,0.365186987284646,2.819243686462,0.00481369582185947,0.0233644592011377
"COL4A4",302.689061272147,-1.25779521301792,0.471077542136593,-2.67003858284802,0.00758425314797795,0.0334129323576921
"COL5A1",18287.7944509374,2.09156379209216,0.656775584053314,3.18459431634775,0.00144957065113018,0.00922176620929516
"COL5A3",2105.31773035811,3.74421898015026,0.989698845044227,3.78319020871743,0.00015483100109492,0.0015509540360809
"COL6A1",118423.854828969,4.97780537492357,0.752796423063732,6.61241900521377,3.78089995976205e-11,3.25027020678854e-09
"COL6A2",81621.921951329,3.71256712933352,0.589681462150154,6.29588577500198,3.05649392310937e-10,2.09480119596197e-08
"COL6A5",104.875432469977,-8.98581647140235,1.0405513225991,-8.63563024354962,5.84041371613121e-18,2.70886537568653e-15
"COL7A1",444.923761698709,4.99081160448674,0.916863204405392,5.44335466894803,5.22863945912932e-08,1.85551575396575e-06
"COL8A2",1172.05335432034,2.58712530586777,0.357415518800636,7.2384246619992,4.5392623948617e-13,5.84071285181430e-11
"COL9A1",95.4886365617963,1.66608393840563,0.593252523614099,2.80838912956633,0.0049790023470626,0.0239568691941656
"COL9A2",166.984944703221,2.08610144655739,0.623840168756451,3.34396781585222,0.000825893180177002,0.00588600427154557
"COL9A3",118.589188162946,4.17766788181387,1.44271350537112,2.89570165265711,0.00378311881031363,0.0194861884175865
"COMMD10",417.884263665255,-1.20975631421579,0.381488847271882,-3.1711446425421,0.00151839517576731,0.00957107249857876
"COMMD3-BMI1",133.515992589742,-8.61239535209243,1.1809380294338,-7.2928427550272,3.03482228770305e-13,4.11744868747956e-11
"COP1",1179.34492922191,-1.68477641748224,0.369800945299788,-4.55590078634449,5.21615542286183e-06,9.52664869538061e-05
