"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1.46009399434518,-0.502908019320048,1.97228458293115,-0.254987552847288,0.798732712935742,NA,"5S_rRNA"
197.624663187205,0.252157098196649,0.32819732707291,0.768309420571945,0.442303379190622,0.605401042795811,"A1BG"
40.6240560678451,-0.304614901265327,0.738861774872901,-0.412275897366226,0.680137212830747,0.797451885520072,"A1CF"
10990.232162607,-0.519639265046916,0.380721401529661,-1.36488062651354,0.172290572293641,0.321493498926558,"A2M"
81.1519012829069,0.368992712948314,0.370833110570562,0.995037127026181,0.319718207541883,0.488355666019401,"A2ML1"
50.2197819529279,-1.31647501953837,0.86819383197875,-1.5163376783476,0.129433988916706,0.264004037119532,"A2MP1"
0.495841465275867,-0.924770275916011,3.43394160867101,-0.269302854067432,0.787696636059836,NA,"A3GALT2"
779.469636944757,2.25003654754359,0.557353768701706,4.03699889351211,5.41393241009885e-05,0.000662107480372799,"A4GALT"
5.74617641620069,-1.28866886511078,1.7969042134596,-0.717160578431555,0.473275020477405,0.632640550160949,"A4GNT"
171.110617707173,2.12869516298564,0.784070376635248,2.71492869316235,0.00662900420416025,0.0300739554773965,"AAAS"
826.572083108544,0.402740410578436,0.2261139428772,1.78113921438785,0.0748897108805286,0.181174235055951,"AACS"
25.4490032484527,-0.533620348056671,1.00736261175298,-0.529720223711779,0.596305923986304,0.734844621106207,"AACSP1"
2.47920461335247,-3.21875753866401,2.11593161502713,-1.52120111812911,0.128209374963436,NA,"AADAC"
46.6117845591094,-0.462434757347618,1.12011068145182,-0.412847377500441,0.679718437402455,0.797101459137682,"AADACL2"
8.65255166901759,-2.79989522415557,1.42572205743528,-1.96384366051843,0.0495482250994497,0.135759005547936,"AADACL3"
0,NA,NA,NA,NA,NA,"AADACL4"
37.5551707048649,-0.216570546433025,0.802434274555192,-0.269891944175833,0.78724338489822,0.870900293557071,"AADACP1"
67.8689009436521,0.75847215699222,0.518714978953438,1.46221371613852,0.1436826541338,0.283442814445551,"AADAT"
557.04168743552,-0.609209312527529,0.292655254056288,-2.08166196944599,0.0373733567051116,0.111050987206011,"AAGAB"
2354.48632042862,-0.967131935972485,0.285330407775908,-3.3895158371345,0.000700161643991218,0.00516975176110204,"AAK1"
229.166713670189,0.249101186713808,0.373026818202625,0.667783587019468,0.50427174489476,0.658667606272912,"AAMDC"
386.521868437603,2.70977861986311,0.612860454473537,4.4215263035545,9.8006130795305e-06,0.000162886189381797,"AAMP"
10.5480118011982,0.345834394215715,1.33767349749508,0.258534234896125,0.7959946311096,0.876672605075402,"AANAT"
470.689687269926,-0.929229750483205,0.292308526185899,-3.17893481455359,0.00147817329320049,0.00936192066039714,"AAR2"
31.8220570423869,1.53251262512811,0.583282262661853,2.62739452788152,0.0086041510814568,0.0368559255087145,"AARD"
1072.55684578128,0.62464152108681,0.286642864570837,2.17916298744092,0.0293195624275488,0.0931871478972165,"AARS1"
0,NA,NA,NA,NA,NA,"AARS1P1"
290.277318550338,1.22206771059977,0.396365442468496,3.0831843033261,0.00204798276045605,0.0120950453581687,"AARS2"
156.568992679972,2.72264609710085,0.369422031295201,7.37001550111994,1.70608198073171e-13,2.50176530910632e-11,"AARSD1"
67.3859518321295,-0.539007513031944,0.763657468395967,-0.705823664848205,0.480297803447382,0.637881027632323,"AARSD1P1"
240.643579145885,-1.34916411922298,0.574096756100628,-2.35006400033812,0.0187701833632073,0.0667771204059592,"AASDH"
366.996618270101,-0.820944148063254,0.505632601709227,-1.62359813288968,0.104461604209166,0.227436548340659,"AASDHPPT"
1122.95151601852,-1.16105176848123,0.378189918875567,-3.07002305067589,0.0021404225065867,0.0125076432673206,"AASS"
834.027531448855,0.345415190535382,0.319585774991228,1.08082154327696,0.279776503499068,0.446450217613779,"AATF"
267.092394070238,0.757639428381361,0.440911811844769,1.71834686217955,0.0857333664722125,0.198752326039964,"AATK"
431.165884289061,-0.58809882573361,0.360161049005483,-1.6328773679373,0.102494790949291,0.224706618741635,"ABAT"
6231.01180841466,-1.02156293939704,0.533307288793364,-1.91552405313714,0.0554257046548208,0.147250599924836,"ABCA1"
337.548873744709,-0.483687811165914,0.778607381163735,-0.621221713109085,0.534453754967996,0.684815013754045,"ABCA10"
40.5386294164678,-0.341109634320579,0.918527446738552,-0.371365750181738,0.710365131916803,0.818551059508953,"ABCA11P"
16.8278675758031,0.257516641064902,1.1800562804896,0.218224033313105,0.827254560422772,0.896157658787643,"ABCA12"
75.4465349778687,-0.498691856351286,0.796789745817018,-0.625876348144934,0.531396049144587,0.682462904241324,"ABCA13"
31.2050094267109,1.12716700527714,1.01057498088185,1.11537196803898,0.264691056801941,0.430622272359729,"ABCA17P"
760.266976418694,2.71865715617542,0.509119706066189,5.33991735888923,9.2988960259955e-08,2.96731491747927e-06,"ABCA2"
504.955404045461,2.69978323497756,0.62446108418549,4.32338107745977,1.53655981630803e-05,0.000233753996769239,"ABCA3"
15.1133452138087,1.89358820742527,1.59596650413989,1.18648367776726,NA,NA,"ABCA4"
984.957091741488,-1.57840043124155,0.766378797227131,-2.05955649732538,0.0394409586698277,0.115440340433086,"ABCA5"
2251.26809950074,-1.11159986010566,0.432602855836064,-2.56956200152063,0.0101827168387687,0.0418895384751992,"ABCA6"
322.500166551538,2.54812967410731,0.479524878902424,5.31386333893599,1.07325120427262e-07,3.38685474968562e-06,"ABCA7"
1649.14756608166,-0.275207637868463,0.637168347833764,-0.431922958514983,0.665797407882875,0.786883763129841,"ABCA8"
